Taxa,Mother,Father
A2387:250412458,PC_N03_ID2,PC_L48_ID2
A2388:250412459,PC_M58_ID1,PC_M58_ID1
A2389:250412460,PC_N07_ID1,PC_N04_ID1
A2390:250412461,PC_J14_ID2,PC_J14_ID2
A2392:250412462,PC_M58_ID1,PC_N58_ID1
A2394:250412463,PC_J50_ID1,PC_J04_ID1
A2396:250412464,PC_N09_ID1,PC_N13_ID1
A2397:250412465,PC_N11_ID1,PC_J50_ID1
A2398:250412466,PC_L12_ID2,PC_L12_ID2
A2399:250412467,PC_I55_ID2,PC_I55_ID2
A2400:250412468,PC_N13_ID1,PC_N07_ID1
A2404:250441901,PC_I58_ID1,PC_I58_ID1
A2405:250412469,PC_J50_ID1,PC_J50_ID1
A2406:250412470,PC_N13_ID1,PC_N07_ID1
A2408:250412471,PC_I08_ID1,PC_I11_ID1
A2409:250412472,PC_M59_ID1,PC_M59_ID1
A2410:250412473,PC_L12_ID1,PC_L12_ID1
A2412:250412474,PC_J51_ID1,PC_J51_ID1
A2415:250412475,PC_N03_ID2,PC_I50_ID2
A2416:250412476,PC_L12_ID1,PC_L48_ID1
A2417:250412477,PC_J51_ID1,PC_J51_ID1
A2418:250412478,PC_J13_ID1,PC_N04_ID1
A2420:250412479,PC_K54_ID1,PC_I06_ID1
A2421:250412480,PC_M58_ID1,PC_J13_ID1
A2423:250412481,PC_I58_ID1,PC_L08_ID1
A2424:250412482,PC_L14_ID1,PC_L14_ID1
A2425:250412483,PC_I58_ID1,PC_L08_ID1
A2426:250412484,PC_K55_ID2,PC_O08_ID2
A2427:250412485,PC_J13_ID1,PC_J13_ID1
A2428:250412486,PC_L12_ID1,PC_L12_ID1
A2429:250412487,PC_J07_ID2,PC_J07_ID2
A2430:250412488,PC_K02_ID1,PC_K02_ID1
A2435:250412489,PC_N07_ID2,PC_N07_ID2
A2436:250412490,PC_N10_ID2,PC_N10_ID2
A2437:250412491,PC_J13_ID1,PC_L12_ID1
A2438:250412492,PC_N07_ID2,PC_N07_ID2
A2441:250412493,PC_J07_ID2,PC_J07_ID2
A2442:250412494,PC_I06_ID1,PC_I06_ID1
A2443:250412495,PC_L48_ID2,PC_L06_ID2
A2444:250412496,PC_I50_ID2,PC_I50_ID2
A2445:250412497,PC_J07_ID2,PC_N57_ID2
A2446:250412498,PC_K02_ID1,PC_K02_ID1
A2447:250412499,PC_J50_ID1,PC_I06_ID1
A2448:250412500,PC_I55_ID2,PC_J07_ID2
A2449:250412501,PC_L12_ID2,PC_L12_ID2
A2451:250412533,PC_N11_ID1,PC_I50_ID1
A2453:250412534,PC_L56_ID1,PC_L56_ID1
A2454:250412535,PC_J14_ID2,PC_J14_ID2
A2455:250412536,PC_I08_ID1,PC_I08_ID1
A2456:250412537,PC_M15_ID1,PC_O10_ID1
A2457:250412538,PC_N57_ID2,PC_N57_ID2
A2461:250412539,PC_L14_ID1,PC_N60_ID1
A2464:250412540,PC_I52_ID1,PC_I06_ID1
A2469:250412541,PC_M58_ID1,PC_N04_ID1
A2470:250412542,PC_I55_ID2,PC_I58_ID2
A2473:250412543,NA,NA
A2474:250412544,PC_L12_ID1,PC_L12_ID1
A2477:250412545,PC_I55_ID2,PC_I55_ID2
A2479:250412546,PC_N11_ID1,PC_J50_ID1
A2483:250412547,PC_L14_ID1,PC_K60_ID1
A2484:250412548,PC_L14_ID1,PC_L14_ID1
A2485:250412549,PC_N10_ID2,PC_N10_ID2
A2486:250412550,PC_I58_ID2,PC_N14_ID2
A2487:250412551,NA,NA
A2489:250412552,NA,NA
A2490:250412553,PC_I55_ID2,PC_I55_ID2
A2491:250412554,PC_J12_ID1,PC_J12_ID1
A2493:250412555,PC_K60_ID1,PC_I06_ID1
A2497:250412556,PC_N48_ID1,PC_N48_ID1
A2498:250412557,PC_N10_ID2,PC_N10_ID2
A2501:250412558,PC_K02_ID1,PC_J04_ID1
A2502:250412559,PC_M15_ID1,PC_M15_ID1
A2505:250441902,PC_K55_ID2,PC_K55_ID2
A2508:250412561,PC_O51_ID2,PC_O51_ID2
A2510:250441903,PC_L56_ID1,PC_L56_ID1
A2511:250412562,PC_J04_ID1,PC_N04_ID1
A2512:250412563,PC_M05_ID1,PC_N56_ID1
A2514:250412564,PC_N03_ID2,PC_L06_ID2
A2516:250412565,PC_O59_ID2,PC_O59_ID2
A2519:250441904,PC_I52_ID1,PC_I06_ID1
A2522:250412566,PC_L12_ID2,PC_L12_ID2
A2525:250412567,PC_K54_ID1,PC_N09_ID1
A2526:250412569,PC_L12_ID1,PC_L12_ID1
A2527:250412570,PC_L48_ID2,PC_L48_ID2
A2530:250412571,PC_M58_ID1,PC_J13_ID1
A2532:250412572,PC_N57_ID2,PC_N58_ID2
A2534:250412573,PC_J12_ID1,PC_L56_ID1
A2536:250412574,PC_I58_ID1,PC_L08_ID1
A2537:250412575,PC_I05_ID1,PC_L12_ID1
A2538:250412576,PC_I05_ID1,PC_L12_ID1
A2539:250412577,PC_N03_ID2,PC_I50_ID2
A2540:250412578,PC_M58_ID1,PC_N58_ID1
A2542:250412579,PC_K55_ID2,PC_O51_ID2
A2545:250412580,PC_I58_ID2,PC_N14_ID2
A2549:250412581,PC_N11_ID1,PC_M05_ID1
A2551:250412582,PC_J07_ID2,PC_N57_ID2
A2552:250412583,PC_I06_ID1,PC_M15_ID1
A2554:250412584,PC_J50_ID1,PC_J50_ID1
A2555:250412585,PC_I52_ID1,PC_I52_ID1
A2556:250412586,PC_I50_ID1,PC_I06_ID1
A2557:250412587,PC_N09_ID1,PC_K60_ID1
A2558:250412588,PC_L56_ID1,PC_L56_ID1
A2559:250412589,PC_M58_ID1,PC_J13_ID1
A2561:250412590,PC_M59_ID1,PC_J12_ID1
A2562:250412591,PC_J10_ID1,PC_O08_ID1
A2563:250412592,PC_I52_ID1,PC_I52_ID1
A2564:250412593,PC_J12_ID1,PC_M59_ID1
A2568:250412594,PC_L14_ID1,PC_L14_ID1
A2569:250412595,PC_L14_ID1,PC_L14_ID1
A2572:250412596,PC_I08_ID1,PC_I08_ID1
A2573:250412597,PC_N04_ID1,PC_N04_ID1
A2576:250412598,PC_I08_ID1,PC_J50_ID1
A2577:250412599,PC_M15_ID1,PC_M15_ID1
A2578:250412600,PC_L12_ID1,PC_J08_ID1
A2579:250412601,PC_N11_ID1,PC_J50_ID1
A2580:250412602,PC_M58_ID1,PC_M58_ID1
A2581:250412603,PC_I52_ID1,PC_I08_ID1
A2582:250412604,PC_N09_ID1,PC_J04_ID1
A2583:250412605,PC_N07_ID2,PC_J48_ID2
A2584:250412606,NA,NA
A2585:250412607,PC_N14_ID2,PC_N14_ID2
A2586:250412608,PC_N04_ID1,PC_I06_ID1
A2587:250412609,PC_I52_ID1,PC_I52_ID1
A2588:250412610,PC_I58_ID2,PC_L06_ID2
A2589:250412611,PC_J10_ID1,PC_O08_ID1
A2590:250412612,PC_L08_ID1,PC_J12_ID1
A2591:250412613,PC_M59_ID1,PC_M59_ID1
A2592:250412614,PC_I05_ID1,PC_I05_ID1
A2593:250412615,PC_K60_ID1,PC_N09_ID1
A2594:250412616,PC_N09_ID1,PC_N09_ID1
A2595:250412617,PC_I58_ID1,PC_I58_ID1
A2596:250412618,PC_I06_ID1,PC_I06_ID1
A2597:250412619,PC_I50_ID1,PC_L12_ID1
A2598:250412620,PC_J12_ID1,PC_I06_ID1
A2599:250412621,PC_J04_ID1,PC_N13_ID1
A2600:250412622,PC_M58_ID1,PC_L56_ID1
A2601:250412623,PC_O51_ID2,PC_O51_ID2
A2602:250412624,PC_I52_ID1,PC_O10_ID1
A2604:250412625,PC_I11_ID2,PC_I11_ID2
A2605:250412626,PC_N09_ID1,PC_N07_ID1
A2606:250412627,PC_K02_ID1,PC_K02_ID1
A2609:250412628,PC_M05_ID1,PC_M05_ID1
A2610:250442124,PC_K54_ID1,PC_K54_ID1
A2611:250442125,PC_K54_ID1,PC_K60_ID1
A2612:250442126,PC_L12_ID2,PC_L12_ID2
A2613:250442128,PC_L12_ID1,PC_L12_ID1
A2615:250442129,PC_J13_ID1,PC_J13_ID1
A2616:250442130,PC_L12_ID2,PC_L12_ID2
A2617:250442131,PC_N09_ID1,PC_N13_ID1
A2618:250442132,PC_N48_ID1,PC_N48_ID1
A2620:250442133,PC_I08_ID1,PC_I06_ID1
A2621:250442134,PC_J51_ID1,PC_J51_ID1
A2622:250442136,PC_M05_ID1,PC_M05_ID1
A2624:250442137,PC_L08_ID1,PC_L08_ID1
A2625:250442138,PC_J13_ID1,PC_N07_ID1
A2626:250442139,PC_L08_ID1,PC_J14_ID1
A2627:250441905,PC_O51_ID2,PC_O51_ID2
A2628:250442140,PC_N09_ID1,PC_N13_ID1
A2629:250442141,PC_M15_ID1,PC_I06_ID1
A2630:250442142,PC_M59_ID1,PC_L56_ID1
A2631:250442143,PC_L08_ID1,PC_L08_ID1
A2632:250442144,PC_L06_ID2,PC_I55_ID2
A2633:250442145,PC_J50_ID1,PC_J07_ID1
A2634:250442146,PC_J50_ID1,PC_J50_ID1
A2637:250442147,PC_I58_ID1,PC_J04_ID1
A2639:250442148,PC_N58_ID2,PC_K55_ID2
A2640:250442149,PC_I50_ID2,PC_N07_ID2
A2641:250442150,PC_J48_ID2,PC_N07_ID2
A2642:250442151,PC_J07_ID2,PC_N58_ID2
A2643:250442152,PC_I08_ID1,PC_M15_ID1
A2644:250442153,PC_I08_ID1,PC_I11_ID1
A2645:250442154,PC_O08_ID2,PC_O08_ID2
A2646:250442155,PC_O08_ID2,PC_O08_ID2
A2647:250442156,PC_M15_ID1,PC_M15_ID1
A2648:250442157,PC_L48_ID2,PC_J48_ID2
A2649:250442158,PC_N14_ID2,PC_N14_ID2
A2650:250442159,PC_J14_ID2,PC_J14_ID2
A2651:250442160,PC_N03_ID2,PC_J14_ID2
A2652:250442161,PC_K60_ID1,PC_N13_ID1
A2654:250442162,PC_I06_ID1,PC_I52_ID1
A2655:250442163,PC_J48_ID2,PC_N58_ID2
A2656:250442164,PC_I08_ID1,PC_I08_ID1
A2657:250442165,PC_N58_ID2,PC_N57_ID2
A2658:250442166,PC_J50_ID1,PC_J50_ID1
A2660:250442167,PC_L14_ID1,PC_L14_ID1
A2661:250442168,PC_L12_ID2,PC_N57_ID2
A2662:250442169,PC_N07_ID1,PC_N07_ID1
A2663:250442170,PC_O59_ID2,PC_K55_ID2
A2665:250442171,PC_I06_ID1,PC_I06_ID1
A2666:250442172,PC_N04_ID1,PC_K60_ID1
A2667:250442173,PC_I55_ID2,PC_I55_ID2
A2669:250442174,PC_I05_ID1,PC_I05_ID1
A2670:250442175,PC_K54_ID1,PC_L12_ID1
A2671:250442176,PC_M59_ID1,PC_M59_ID1
A2673:250442177,PC_N07_ID2,PC_N07_ID2
A2674:250442178,PC_J13_ID1,PC_N09_ID1
A2675:250442179,PC_J14_ID2,PC_J14_ID2
A2676:250442180,PC_L12_ID1,PC_L12_ID1
A2677:250442181,PC_O59_ID2,PC_O59_ID2
A2678:250442182,PC_N11_ID1,PC_M05_ID1
A2680:250441906,PC_N07_ID2,PC_N07_ID2
A2681:250442183,PC_N09_ID1,PC_N09_ID1
A2682:250442184,PC_J04_ID1,PC_J04_ID1
A2683:250442185,PC_L14_ID1,PC_L14_ID1
A2684:250442186,PC_N57_ID2,PC_N57_ID2
A2685:250442187,PC_L14_ID1,PC_L14_ID1
A2686:250442188,PC_J07_ID2,PC_J07_ID2
A2687:250442189,PC_I50_ID1,PC_N56_ID1
A2688:250442190,PC_N58_ID2,PC_O08_ID2
A2689:250412660,PC_N03_ID2,PC_N03_ID2
A2692:250412661,PC_N48_ID1,PC_K02_ID1
A2693:250412662,PC_N58_ID2,PC_O08_ID2
A2696:250412663,PC_L06_ID2,PC_L06_ID2
A2697:250412664,PC_J48_ID2,PC_J48_ID2
A2700:250412665,PC_N48_ID1,PC_N48_ID1
A2701:250412666,PC_J48_ID2,PC_J48_ID2
A2702:250412667,PC_I50_ID1,PC_I06_ID1
A2703:250412668,PC_J51_ID1,PC_K54_ID1
A2704:250412669,PC_I08_ID1,PC_I08_ID1
A2707:250412670,PC_J50_ID1,PC_J50_ID1
A2709:250412671,PC_K60_ID1,PC_J04_ID1
A2712:250412672,PC_N48_ID1,PC_N07_ID1
A2715:250412673,PC_N13_ID1,PC_N13_ID1
A2716:250412674,PC_O51_ID2,PC_O51_ID2
A2717:250412675,PC_M58_ID1,PC_J13_ID1
A2718:250412676,PC_J13_ID1,PC_J13_ID1
A2719:250412677,PC_N48_ID1,PC_L08_ID1
A2721:250412678,PC_K02_ID1,PC_K02_ID1
A2722:250412679,PC_N48_ID1,PC_N48_ID1
A2723:250412680,PC_N10_ID2,PC_N10_ID2
A2725:250412681,PC_L12_ID2,PC_N57_ID2
A2726:250412682,PC_I55_ID2,PC_I55_ID2
A2727:250412683,PC_N09_ID1,PC_N09_ID1
A2729:250441907,PC_I55_ID2,PC_I55_ID2
A2730:250412684,PC_L06_ID2,PC_I55_ID2
A2731:250412685,PC_J07_ID2,PC_N57_ID2
A2732:250441908,PC_K60_ID1,PC_K60_ID1
A2735:250412686,PC_K02_ID1,PC_J07_ID1
A2736:250412687,PC_M15_ID1,PC_L56_ID1
A2737:250412688,PC_O59_ID2,PC_O59_ID2
A2741:250412689,PC_K55_ID2,PC_K55_ID2
A2744:250412690,PC_K02_ID1,PC_J04_ID1
A2747:250412691,PC_J13_ID1,PC_N07_ID1
A2748:250412692,PC_L14_ID1,PC_I58_ID1
A2750:250412693,PC_I58_ID1,PC_L56_ID1
A2752:250412694,PC_I05_ID1,PC_J07_ID1
A2753:250412696,PC_N04_ID1,PC_L48_ID1
A2757:250412697,PC_L48_ID2,PC_L48_ID2
A2758:250412698,PC_N13_ID1,PC_L56_ID1
A2761:250412699,PC_O59_ID2,PC_K55_ID2
A2762:250441909,PC_O51_ID2,PC_O51_ID2
A2767:250412700,PC_K54_ID1,PC_N04_ID1
A2768:250412701,PC_M58_ID1,PC_N07_ID1
A2769:250412702,PC_N57_ID2,PC_N57_ID2
A2770:250412704,PC_O59_ID2,PC_O59_ID2
A2773:250412705,PC_N09_ID1,PC_N09_ID1
A2774:250412706,PC_M15_ID1,PC_L12_ID1
A2776:250412707,PC_N10_ID2,PC_N10_ID2
A2779:250412708,PC_J48_ID2,PC_J48_ID2
A2783:250412709,PC_N03_ID2,PC_N03_ID2
A2784:250412710,PC_I11_ID2,PC_K55_ID2
A2785:250412711,PC_K60_ID1,PC_N09_ID1
A2786:250412712,PC_N14_ID2,PC_N14_ID2
A2787:250412713,PC_N09_ID1,PC_N09_ID1
A2788:250412714,PC_I50_ID1,PC_I06_ID1
A2790:250412715,PC_N58_ID2,PC_I11_ID2
A2791:250412716,PC_N07_ID1,PC_I06_ID1
A2793:250412717,PC_L08_ID1,PC_I52_ID1
A2797:250412718,PC_L12_ID2,PC_L12_ID2
A2798:250412719,PC_L08_ID1,PC_I58_ID1
A2799:250412720,PC_I55_ID2,PC_I55_ID2
A2800:250412721,PC_N07_ID1,PC_N07_ID1
A2803:250412722,PC_N03_ID2,PC_I50_ID2
A2804:250412723,PC_J12_ID1,PC_L08_ID1
A2806:250412724,PC_J04_ID1,PC_J04_ID1
A2807:250412725,PC_L06_ID2,PC_L06_ID2
A2808:250412726,PC_K55_ID2,PC_K55_ID2
A2811:250412727,PC_N58_ID2,PC_J14_ID2
A2813:250412728,PC_L14_ID1,PC_K02_ID1
A2818:250412729,PC_I58_ID2,PC_N14_ID2
A2819:250412730,PC_I06_ID1,PC_O10_ID1
A2820:250441910,PC_I08_ID1,PC_I06_ID1
A2822:250412731,PC_N09_ID1,PC_N09_ID1
A2823:250412732,PC_N03_ID2,PC_N03_ID2
A2824:250412733,PC_L06_ID2,PC_L06_ID2
A2827:250412734,PC_L12_ID1,PC_M05_ID1
A2828:250412735,PC_J07_ID2,PC_J07_ID2
A2829:250441911,PC_J48_ID2,PC_O08_ID2
A2831:250412736,PC_J14_ID2,PC_O59_ID2
A2833:250412737,PC_K02_ID1,PC_K55_ID1
A2834:250412738,PC_J48_ID2,PC_N07_ID2
A2835:250412739,PC_N07_ID2,PC_J48_ID2
A2837:250412740,PC_J07_ID2,PC_L12_ID2
A2841:250412741,PC_K54_ID1,PC_K54_ID1
A2842:250412742,PC_L12_ID1,PC_L12_ID1
A2844:250412743,PC_J12_ID1,PC_N07_ID1
A2846:250412744,PC_K55_ID2,PC_K55_ID2
A2848:250412745,PC_L12_ID1,PC_M05_ID1
A2850:250412746,PC_N13_ID1,PC_N07_ID1
A2851:250412747,PC_N11_ID1,PC_M05_ID1
A2854:250412748,PC_J50_ID1,PC_J50_ID1
A2855:250412749,PC_J12_ID1,PC_J08_ID1
A2856:250412750,PC_N58_ID2,PC_N58_ID2
A2857:250412751,PC_K54_ID1,PC_M05_ID1
A2858:250412752,PC_N11_ID1,PC_I06_ID1
A2860:250441912,PC_K02_ID1,PC_K02_ID1
A2863:250441913,PC_I05_ID1,PC_I06_ID1
A2865:250412753,PC_J04_ID1,PC_I06_ID1
A2866:250412754,PC_I52_ID1,PC_I52_ID1
A2867:250412755,PC_J12_ID1,PC_L56_ID1
A2868:250412787,PC_M05_ID1,PC_M05_ID1
A2869:250412788,PC_O51_ID2,PC_O51_ID2
A2870:250412789,PC_N07_ID1,PC_N07_ID1
A2874:250412790,PC_N04_ID1,PC_N04_ID1
A2875:250412791,PC_I08_ID1,PC_I08_ID1
A2876:250412792,PC_M58_ID1,PC_N09_ID1
A2878:250412793,PC_I58_ID1,PC_N48_ID1
A2879:250412794,PC_O08_ID2,PC_O08_ID2
A2880:250412795,PC_M59_ID1,PC_J10_ID1
A2881:250412796,PC_J07_ID2,PC_J07_ID2
A2883:250412797,PC_N07_ID2,PC_J48_ID2
A2884:250412798,PC_N58_ID2,PC_N58_ID2
A2886:250412799,PC_L12_ID1,PC_L12_ID1
A2888:250412800,PC_J04_ID1,PC_J04_ID1
A2889:250412801,PC_M15_ID1,PC_M15_ID1
A2891:250412802,PC_I58_ID2,PC_N10_ID2
A2892:250412803,PC_I58_ID1,PC_I58_ID1
A2893:250412804,PC_I11_ID2,PC_O08_ID2
A2894:250441914,PC_J14_ID2,PC_J14_ID2
A2895:250412805,PC_I50_ID2,PC_I50_ID2
A2896:250412806,PC_L12_ID1,PC_L12_ID1
A2897:250441915,PC_J04_ID1,PC_N04_ID1
A2898:250441916,PC_K60_ID1,PC_K60_ID1
A2900:250412807,PC_J13_ID1,PC_J04_ID1
A2901:250412808,PC_M59_ID1,PC_M59_ID1
A2903:250412809,PC_L56_ID1,PC_L56_ID1
A2904:250412810,PC_J04_ID1,PC_J04_ID1
A2905:250412811,PC_N13_ID1,PC_N07_ID1
A2907:250412812,PC_J07_ID2,PC_J07_ID2
A2908:250441917,PC_J07_ID2,PC_J07_ID2
A2909:250412813,PC_I58_ID1,PC_I58_ID1
A2911:250412814,PC_J14_ID2,PC_J14_ID2
A2912:250412815,PC_N13_ID1,PC_N09_ID1
A2913:250412816,PC_I11_ID2,PC_I11_ID2
A2916:250412817,PC_J50_ID1,PC_I06_ID1
A2917:250412818,PC_J14_ID2,PC_J14_ID2
A2918:250412819,PC_O08_ID2,PC_O08_ID2
A2919:250412820,PC_N13_ID1,PC_N13_ID1
A2920:250412821,PC_I50_ID1,PC_I06_ID1
A2921:250412822,PC_O59_ID2,PC_O59_ID2
A2922:250441918,PC_L56_ID1,PC_L56_ID1
A2923:250412823,PC_N04_ID1,PC_K60_ID1
A2925:250412824,PC_J10_ID1,PC_M59_ID1
A2926:250412825,PC_M58_ID1,PC_N09_ID1
A2927:250412826,PC_J07_ID2,PC_N58_ID2
A2929:250412827,PC_I50_ID1,PC_I50_ID1
A2930:250412828,PC_I05_ID1,PC_I06_ID1
A2931:250412829,PC_N10_ID2,PC_J14_ID2
A2932:250412831,PC_I05_ID1,PC_L12_ID1
A2933:250412832,PC_J07_ID2,PC_N58_ID2
A2934:250412833,PC_M15_ID1,PC_I08_ID1
A2935:250412834,PC_I06_ID1,PC_I06_ID1
A2936:250412835,PC_I05_ID1,PC_L12_ID1
A2938:250412836,PC_N07_ID1,PC_N07_ID1
A2939:250412837,PC_K60_ID1,PC_K60_ID1
A2940:250412839,PC_N48_ID1,PC_N09_ID1
A2941:250412840,PC_L14_ID1,PC_L14_ID1
A2942:250412841,PC_L12_ID2,PC_L12_ID2
A2943:250412842,PC_I50_ID2,PC_I50_ID2
A2944:250412843,PC_I11_ID2,PC_K55_ID2
A2945:250412844,PC_N13_ID1,PC_N07_ID1
A2946:250412845,PC_J13_ID1,PC_J13_ID1
A2947:250412846,PC_N09_ID1,PC_N07_ID1
A2948:250412847,PC_L08_ID1,PC_L08_ID1
A2949:250412848,PC_J14_ID2,PC_J14_ID2
A2950:250412849,PC_J10_ID1,PC_N07_ID1
A2952:250412850,PC_J12_ID1,PC_M59_ID1
A2953:250412851,PC_N04_ID1,PC_N04_ID1
A2954:250412852,PC_M58_ID1,PC_M58_ID1
A2955:250412853,PC_M58_ID1,PC_N58_ID1
A2957:250412854,PC_L14_ID1,PC_M05_ID1
A2958:250412855,PC_M58_ID1,PC_M58_ID1
A2959:250412856,PC_N03_ID2,PC_N07_ID2
A2960:250412857,PC_M05_ID1,PC_M05_ID1
A2961:250412858,PC_J51_ID1,PC_J51_ID1
A2962:250412859,PC_N11_ID1,PC_J50_ID1
A2963:250412860,PC_J51_ID1,PC_N07_ID1
A2964:250412861,PC_I08_ID1,PC_I08_ID1
A2965:250412862,PC_J04_ID1,PC_N07_ID1
A2966:250412863,PC_N57_ID2,PC_N58_ID2
A2967:250412864,PC_I58_ID1,PC_I06_ID1
A2968:250412865,PC_K60_ID1,PC_J51_ID1
A2972:250412866,PC_L56_ID1,PC_L56_ID1
A2973:250412867,PC_J51_ID1,PC_J51_ID1
A2974:250412868,PC_N03_ID2,PC_I50_ID2
A2975:250412869,PC_N58_ID2,PC_N58_ID2
A2976:250412870,PC_N07_ID2,PC_N07_ID2
A2977:250412871,PC_J48_ID2,PC_J48_ID2
A2978:250412872,PC_K55_ID2,PC_O59_ID2
A2979:250412873,PC_M58_ID1,PC_J51_ID1
A2980:250412874,PC_J12_ID1,PC_M59_ID1
A2982:250412875,NA,NA
A2983:250412876,PC_L12_ID2,PC_J07_ID2
A2984:250412877,PC_N03_ID2,PC_I50_ID2
A2985:250412878,PC_N10_ID2,PC_N10_ID2
A2986:250412879,PC_J14_ID2,PC_J14_ID2
A2987:250412880,PC_N13_ID1,PC_N07_ID1
A2988:250412881,PC_J51_ID1,PC_J51_ID1
A2989:250412882,PC_I58_ID2,PC_L06_ID2
A2990:250412914,PC_I08_ID1,PC_I08_ID1
A2991:250412915,PC_K54_ID1,PC_N13_ID1
A2993:250412916,PC_I08_ID1,PC_I08_ID1
A2994:250412917,PC_L12_ID2,PC_L12_ID2
A2995:250412918,PC_J14_ID2,PC_J14_ID2
A2996:250412919,PC_L14_ID1,PC_L14_ID1
A2998:250412920,PC_N57_ID2,PC_N57_ID2
A2999:250412921,PC_L48_ID2,PC_L48_ID2
A3001:250412922,PC_M59_ID1,PC_J12_ID1
A3003:250412923,PC_K02_ID1,PC_N04_ID1
A3005:250412924,PC_M59_ID1,PC_M59_ID1
A3007:250412925,PC_K55_ID2,PC_O59_ID2
A3008:250412926,PC_J48_ID2,PC_N07_ID2
A3010:250412927,PC_M05_ID1,PC_M05_ID1
A3011:250412928,PC_K54_ID1,PC_N13_ID1
A3014:250412929,PC_J51_ID1,PC_J51_ID1
A3015:250412930,PC_N11_ID1,PC_K55_ID1
A3017:250412931,PC_J51_ID1,PC_K60_ID1
A3018:250412932,PC_N48_ID1,PC_N07_ID1
A3019:250412933,PC_I55_ID2,PC_I55_ID2
A3020:250412934,PC_N04_ID1,PC_N09_ID1
A3023:250412935,PC_L14_ID1,PC_L14_ID1
A3025:250412936,PC_N03_ID2,PC_I50_ID2
A3026:250412937,PC_O59_ID2,PC_O59_ID2
A3029:250412938,PC_J07_ID2,PC_J07_ID2
A3030:250412939,PC_J14_ID2,PC_J14_ID2
A3031:250412940,PC_I05_ID1,PC_I52_ID1
A3032:250412941,PC_J13_ID1,PC_J13_ID1
A3033:250412942,PC_N07_ID1,PC_L56_ID1
A3035:250412943,PC_J13_ID1,PC_N13_ID1
A3036:250412944,PC_L14_ID1,PC_M05_ID1
A3037:250412945,PC_M15_ID1,PC_I50_ID1
A3038:250412946,PC_J14_ID2,PC_O59_ID2
A3039:250412947,PC_L56_ID1,PC_L56_ID1
A3040:250412948,PC_J14_ID2,PC_J14_ID2
A3042:250412949,PC_L48_ID2,PC_L06_ID2
A3043:250412950,PC_N07_ID2,PC_J48_ID2
A3044:250412951,PC_M58_ID1,PC_M58_ID1
A3045:250412952,PC_I52_ID1,PC_I52_ID1
A3046:250412953,PC_I52_ID1,PC_I52_ID1
A3047:250412954,PC_I06_ID1,PC_K54_ID1
A3048:250412955,PC_N03_ID2,PC_I50_ID2
A3049:250412956,PC_I50_ID1,PC_I06_ID1
A3050:250412957,PC_L56_ID1,PC_L56_ID1
A3051:250412958,PC_O59_ID2,PC_O59_ID2
A3053:250412959,PC_J12_ID1,PC_I06_ID1
A3054:250412960,PC_L56_ID1,PC_L56_ID1
A3055:250441919,PC_I05_ID1,PC_I06_ID1
A3056:250412961,PC_N58_ID2,PC_O08_ID2
A3057:250412962,PC_N13_ID1,PC_J04_ID1
A3058:250412963,PC_M15_ID1,PC_J08_ID1
A3059:250412964,PC_L48_ID2,PC_N03_ID2
A3060:250412966,PC_L48_ID2,PC_L48_ID2
A3063:250412967,PC_N04_ID1,PC_I06_ID1
A3064:250412968,PC_I58_ID2,PC_L06_ID2
A3068:250412969,PC_M58_ID1,PC_M58_ID1
A3069:250412970,PC_I58_ID1,PC_I06_ID1
A3070:250412971,PC_I11_ID2,PC_O08_ID2
A3071:250412972,PC_J48_ID2,PC_J48_ID2
A3072:250412974,PC_L06_ID2,PC_L06_ID2
A3073:250441920,PC_N57_ID2,PC_J07_ID2
A3074:250412975,PC_N04_ID1,PC_N04_ID1
A3076:250412976,PC_O51_ID2,PC_O51_ID2
A3078:250412977,NA,NA
A3080:250412978,PC_L12_ID1,PC_L12_ID1
A3081:250412979,PC_M15_ID1,PC_I08_ID1
A3082:250412980,PC_K02_ID1,PC_N56_ID1
A3083:250412981,PC_J10_ID1,PC_J10_ID1
A3085:250412982,PC_J04_ID1,PC_N07_ID1
A3087:250412983,PC_K55_ID2,PC_O59_ID2
A3089:250412984,PC_I50_ID1,PC_I06_ID1
A3090:250412985,PC_L12_ID1,PC_L12_ID1
A3091:250412986,PC_I55_ID2,PC_I55_ID2
A3096:250412987,PC_I58_ID1,PC_N09_ID1
A3097:250412988,PC_M58_ID1,PC_N13_ID1
A3098:250412989,PC_O59_ID2,PC_K55_ID2
A3100:250412990,PC_I11_ID2,PC_K55_ID2
A3101:250412991,PC_L08_ID1,PC_J12_ID1
A3102:250412992,PC_K55_ID2,PC_K55_ID2
A3104:250412993,PC_N13_ID1,PC_N13_ID1
A3105:250412994,PC_N10_ID2,PC_N10_ID2
A3106:250412995,PC_L12_ID1,PC_L12_ID1
A3107:250441921,PC_N04_ID1,PC_I06_ID1
A3108:250412996,PC_I11_ID2,PC_K55_ID2
A3109:250412997,PC_J50_ID1,PC_I06_ID1
A3111:250441922,PC_I08_ID1,PC_I08_ID1
A3113:250412998,PC_N14_ID2,PC_L12_ID2
A3114:250412999,PC_I58_ID1,PC_I06_ID1
A3115:250413000,PC_O51_ID2,PC_O51_ID2
A3116:250413001,PC_L12_ID2,PC_L12_ID2
A3117:250413002,PC_J07_ID2,PC_N58_ID2
A3118:250413003,PC_I58_ID2,PC_N14_ID2
A3119:250413004,PC_M05_ID1,PC_M05_ID1
