kid,nhet,kerr10,kerr12,nmaj,kerr01,kerr02,nmnr,kerr20,kerr21
A3478:250413254,9769,0.37230013307401,0.288565871634763,85543,0.000537741252937119,0.0329541867832552,1360,0.00294117647058824,0
A2141:250417130,6538,0.384827164270419,0.299174059345366,60065,0.000982269208357613,0.0325647215516524,941,0,0.00850159404888417
E2861:250272714,11305,0.344183989385228,0.282352941176471,98383,0.000457396094853786,0.0324446296616285,1668,0,0.00299760191846523
A1532:250416758,6637,0.383908392345939,0.305559740846768,60150,0.00123025768911056,0.033715710723192,934,0.00856531049250535,0.00642398286937901
B3270:250273033,9397,0.363733106310525,0.273704373736299,96403,0.000757237845295271,0.0266796676451978,1810,0.00110497237569061,0.00220994475138122
A3132:250413045,10142,0.354663774403471,0.258331690001972,89970,0.000288985217294654,0.0291208180504613,1522,0.000657030223390276,0
E0223:250277684,11304,0.336518046709129,0.261500353857042,100505,0.000596985224615691,0.0294114720660664,1762,0.00113507377979569,0.00454029511918275
E2028:250272319,10100,0.37960396039604,0.30019801980198,89718,0.000869390757707483,0.0337947791970396,1530,0.00065359477124183,0.00065359477124183
A4867:250422980,8547,0.386451386451386,0.291096291096291,75852,0.000395507040025312,0.0328007171860992,1254,0,0.00239234449760766
E1361:250271882,10082,0.374628049990081,0.316207101765523,85731,0.00065320595817149,0.0371860820473341,1391,0.000718907260963336,0.00143781452192667
E1342:250310644,10178,0.364708194144233,0.288858321870702,88399,0.00056561725811378,0.0332582947770902,1411,0.00141743444365698,0.00283486888731396
A2320:250412437,11865,0.324230931310577,0.24551201011378,92327,0.000649864070098671,0.0315509006032905,1778,0,0.00224971878515186
A2639:250442148,8930,0.373796192609183,0.287569988801792,75191,0.000904363554148768,0.0341530236331476,1179,0.000848176420695505,0.00254452926208651
B3486:250273182,11175,0.350335570469799,0.289038031319911,87046,0.00117179422374377,0.0371068170852193,1642,0.00243605359317905,0.00121802679658952
E0744:250277880,9867,0.362926928144319,0.290361812100943,89670,0.000591056094568975,0.0319504851120776,1415,0.00282685512367491,0.00212014134275618
E1351:250284358,7859,0.402468507443695,0.311235526148365,82139,0.00137571677278759,0.0297787896127296,1613,0.0018598884066956,0.00309981401115933
E1056:250278042,11295,0.336520584329349,0.265869853917663,99289,0.000463294020485653,0.0302450422504003,1686,0.000593119810201661,0.00118623962040332
B3428:250273115,10672,0.347263868065967,0.256652923538231,95707,0.00327039819448943,0.0286185963409155,1535,0.000651465798045603,0.0149837133550489
